Obsolète;Code terrain;Toponyme;Type;Date creation;Dernière modification;Date validation;Position;Latitude;Longitude;Altitude;Consignes;Nombre de pistes;Nature première piste;Axe préférentiel première piste;Largeur première piste;Longueur première piste;Orientation première piste;Nature deuxième piste;Axe préférentiel deuxième piste;Largeur deuxième piste;Longueur deuxième piste;Orientation deuxième piste;Radio;Carburant;Facilités;Facilités en clair;Email de contact;Téléphone;Informations complémentaires;Gestionnaire terrain
;LF1259;Conques 12;Base ULM Accès privé;17/05/2025;19/05/2025;21/05/2025;44.60826621190564,2.428071520234414;N 44 36 30;E 002 25 41;1870 ft;"approche en finale simple et plate . Tour de piste à l EST ; éviter survol de Saint marcel ( hameau à l'OUEST  Du terrain 


si vous n'avez pas toucher au premier plot blanc, remise des gaz conseillée . 


Contact IMPERATIF ( état de la tonte -:) ";1;herbe;'35;10;210;'17-35;herbe;;;;'Inconnue;125,335;mogas;3,4,5;Restauration sur place, Gîte à proximité, Camping possible;jpfcavok12@gmail.com;33 685 021 075;"piste de type altisurface /  atterro en 35 /  déco en 17 / nous pouvons recevoir dans nos chambres d'hôtes 


https://www.lesgrangettesdeconques.fr/


idéal pour visiter conques et la vallée du Lot 


La largeur indiqué est celle de la bande de roulement ; coté est, aucun obstacle";jean pierre frery 
;LF1321;Martigues-Henri Fabre;HydroSurface Restreinte Autorisation OBLIGATOIRE ;11/11/2013;30/03/2021;05/03/2025;43.420833333333334,5.077777777777783;N 43 25 15;E 005 04 40;;;1;eau;;;1000;'omnidir;herbe;;;;'Inconnue;;;6;Restauration &agrave proximité;secretaire@association-francaise-hydraviation.fr;;"Accès réservé aux membres de l'Association Française d'Hydraviation à jour de leur cotisation et ayant signé le protocole SNA-SSE/Mairie de Martigues. 


Demande à adresser à l'AFH via le formulaire de contact : http://www.association-francaise-hydraviation.fr/contact


Transpondeur et radio obligatoires.";Ville de Martigues
oui;LF1351;Tarascon ;Base ULM Fermée temporairement ;08/03/2011;07/07/2015;06/08/2015;43.779167,4.688889;N 43 46 45;E 004 41 20;;;1;herbe;;;;'Inconnue;herbe;;;;'Inconnue;;;;;;;;
;LF1352;Jouques Bèdes;Base ULM Accès limité Autorisation OBLIGATOIRE ;27/07/2011;06/05/2021;07/10/2025;43.661417,5.686849;N 43 39 41;E 005 41 13;1378 ft;"TdP 02 & 20 main gauche.


Ligne HT à 680 m du seuil 20, venir à la hauteur de la ligne, le pylône est dans l’axe pour la finale.


En finale 20 ne pas avoir peur de descendre dans la trouée des arbres.


En 02, seuil décalé, poser juste avant la bosse.


Survol de la montagne Vautubiere 1500ft obligatoire protection des rapaces susceptible nidification voir carte jointe";1;herbe;'20;30;360;'02-20;;;;;;125.335;Non;4,5;Gîte à proximité, Camping possible;chrispiccioli@aol.com;+33 7 50 70 64 37;"Cahier de passage à remplir pour chaque atterrissage.. Contact OBLIGATOIRE avec le gestionnaire Christian PICCIOLI  (07 50 70 64 37) AVANT UTILISATION !. Que membres autorisés arrêté préfet


Propriétaire André ADAOUST 06 03 68 08 17


Zone P 10 à proximité voir cartes aéronautique


Survol montagne vautubiere1500ft


Éviter le survol de la ferme de la Grande Séouve vignoble


Pour pilotes confirmés, utilisation de la piste sous leur entière responsabilité";Association des Pilotes ULM de Jouques
;LF1353;La Ciotat;HydroSurface Restreinte Autorisation OBLIGATOIRE ;07/06/2012;27/02/2016;28/09/2020;43.173717155752,5.641388888888855;N 43 10 25;E 005 38 29;;;2;eau;;;1500;'omnidir;eau;;;1500;'omnidir;123.500;;0;invalid;charles.schmitt@bbox.fr;;"Contacter Charles Schmitt avant toute utilisation.





Ne pas pénétrer la zone des 300m du rivage.";préfecture maritime de la Méditerranée
oui;LF1354;Meyrargues;Base ULM fermée définitivement;09/07/2014;16/06/2017;18/12/2019;43.65258903944826,5.525111571417938;N 43 39 09;E 005 31 30;650 ft;"Tour de piste au Nord pour les deux QFU.


Si activité paramoteur en cours atterrissage interdit sauf si contact établi avec paramotoristes, si des voiles sont au sol faire un.passage verticale et début de vent arrière pour indiquer vos intentions";1;herbe;'27;25;400;'09-27;herbe;;;;'Inconnue;123.500;;6,4,1;Restauration &agrave proximité, Gîte à proximité, Atelier ULM;chrispiccioli@aol.com;+33 6 98 28 28 50;"TERRAIN IMPRATICABLE !


Haie d'arbres avec trouée de 20m de large à l'entrée de piste 09. Seuil décalé de 20m au QFU 09. Après atterrissage en 27 soit remonter la piste soit dégager par la droite en longeant la piste pour venir vers le parking.


Ligne HT à 500m au Nord de la piste, parallèle à celle ci et à l'autoroute.


SECOURS : Sapeurs à Meyrargues (3Km) tél 18 ou 112 coordonnées DFCI KD 44 K7/5.";PICCIOLI 
oui;LF1355;Marseille Hydro;Hydrosurface fermée.;24/08/2015;30/06/2020;23/09/2020;43.299090809831,5.3476119995117415;N 43 17 57;E 005 20 51;;;1;eau;;1000;1000;'omnidir;herbe;;;;'Inconnue;;;3,6,4;Restauration sur place, Restauration &agrave proximité, Gîte à proximité;jfmonier@free.fr;33670275040;Zone désactivée.;Association Française d'Hydraviation
;LF1356;Aix en Provence Paramoteur;Base Paramoteurs Privée Ouverte aux ULM sur autorisation;03/06/2020;11/11/2022;13/11/2022;43.682206164882246,5.41280793458252;N 43 40 56;E 005 24 46;558 ft;;1;herbe;;40;200;'12-30;herbe;;;;'Inconnue;;;6,4,5;Restauration &agrave proximité, Gîte à proximité, Camping possible;ferri-laurent@orange.fr;+33 6 50 69 19 14;"Contacter le responsable 06 50 69 19 14


Respecter le règlement intérieur";Aix Paramoteur
;LF1422;Bonneville la Louvet;Base ULM Accès privé Utilisation EPISODIQUE ;06/07/2011;25/07/2025;27/07/2025;49.263435841602,0.3717219829559326;N 49 15 48;E 000 22 18;279 ft;"Piste en légère montée vers l'Est. Utiliser la 07 en priorité. 


Parking au seuil de la 25


Tour de piste au Sud à 300 m sol


Atterrissage QFU 07 : arbres


Décollage QFU 25 : dégagé


Turbulence par vent secteur Nord


Terrain mou par temps pluvieux





";1;herbe;'07;30;300;'07-25;herbe;;;;'Inconnue;125.335;;6,2,4,5;Restauration &agrave proximité, Hangar possible, Gîte à proximité, Camping possible;patrice@sefob.fr;+33 6 62 87 74 69;"Terrain difficile. 


Autorisation préalable du gestionnaire pour venir y atterrir.


Uniquement pour pilote confirmé. 


Ulm, Autogire et Hélicoptère.";SC LES ECUREUILS
oui;LF1423;Les Goudris;Base ULM fermée définitivement;11/10/2011;18/12/2013;24/04/2014;48.972893240438,-0.4210853576660156;N 48 58 22;W 000 25 16;574 ft;"piste légèrement montante en 20. 


Ne pas survoler le village 


atterrir  uniquement direction nord 


ligne téléphone au seuil de piste 20";1;herbe;'20;25;230;'02-20;herbe;;;;'Inconnue;123.5;5 km;;;;+33 2 31 82 21 02;;Mr Eric Jean
;LF1451;Courseulles sur Mer;Base ULM Autorisation OBLIGATOIRE ;03/08/2011;17/12/2019;14/04/2023;49.314136253969,-0.4532071534423494;N 49 18 51;W 000 27 12;150 ft;"Tour de piste au sud. Piste 09-27 de 360m en légère montée au début.QFU préférentiel 09. above). Circuits to the South at 500'sfc. 3 grass runways; with little or no wind, use rwy 09. Petrol station 600 meters 24hrs/a day with a pin card.";2;herbe;'09;0;360;'09-27;herbe;;0;200;'06-24;125.335;à proximité ;6;Restauration &agrave proximité;jeanlouislaurent14@yahoo.fr;+33 6 88 67 65 59;"Tel : (SMS)  à jean-louis LAURENT ( 06.88.67.65.59) , pour annoncer votre passage. 


Zone sensible car touristique (résidences secondaires),  Survol de Courseulles interdit. 


Respectez la hauteur de vol sur les plages. 


Éviter  la commune de Reviers (au sud-ouest de la base), en ne passant pas au sud des lagunages.


Soyez vigilant, Visites fréquentes des sangliers sur le terrain.   


Participation aux frais d'entretien des pistes : 5 euros .


";Jean-Louis LAURENT
;LF1452;La Boissière;Aérodrome Privé Avec Restrictions Autorisation OBLIGATOIRE ;08/03/2011;16/04/2025;18/04/2025;49.125,0.14250000000004093;N 49 07 30;E 000 08 33;540 ft;"Pas de tour de piste préférentiel.


Évitez les tours de piste (voisinage)";1;herbe;;20;900;'04-22;herbe;;;;'Inconnue;123,5;Occasionnel;0;invalid;phgirault2@orange.fr;+33 6 82 82 55 94;"Stricte autorisation préalable du propriétaire pour venir y atterrir. Un aérodrome privé est une 'propriété privée'. Tous ceux qui respectent rigoureusement ces consignes y seront fort bien accueillis.





";Lisieux-ULM
;LF1454;Rouvres;Base ULM Autorisation OBLIGATOIRE ;08/03/2011;07/05/2018;14/04/2023;49.019909074562,-0.19828818518067237;N 49 01 12;W 000 11 54;345 ft;Tours de piste côté est, hangar, manche à air. ;1;herbe;;;280;'02-20;herbe;;;;'Inconnue;125.335;;0;invalid;herveratel@orange.fr;+33 2 31 78 11 48;Propriétaire Mr Pierre Michel, 14190 St-Sylvain, phone: 02 31 78 11 48. Visiteurs ULM bienvenus.;Hervé Ratel
oui;LF1455;Victot Bouttemont;Aérodrome fermé.;24/06/2012;01/03/2014;29/03/2019;49.16771991092875,0.00025281906130203424;N 49 10 04;E 000 00 01;33 ft;Cet aérodrome privé n'existe plus, le propriétaire a vendu son domaine.;1;herbe;'24;30;1000;'06-24;herbe;;;;'Inconnue;123.5;;0;invalid;;;Cet aérodrome n'existe plus, le propriétaire a vendu son domaine.;
;LF1456;Omaha Beach;Base ULM Accès privé;22/06/2015;02/04/2024;20/10/2025;49.352987,-0.842965;N 49 21 11;W 000 50 35;203 ft;"Tour de Piste 800 Pieds QNH à l'Est des installations.





Survol du Cimetière Militaire Américain à proximité à l'ouest interdit en dessous de 3000 Pieds QNH (Rassemblement de personnes).





 arbres au Sud.";1;herbe;'35;20;300;'17-35;;;;;;125.335;95 et 98 a 3km;2,3,4,5,6;Hangar possible, Restauration sur place, Gîte à proximité, Camping possible, Restauration &agrave proximité;udy2@free.fr;+33 6 80 16 38 79;"Vols  découverte des plages de débarquement en Piper savage Cub avec société ' OMAHA FLIGHTS'  lf1456.com


 Baptêmes de l'air.";
oui;LF1457;ZTN AIR;Base ULM fermée définitivement;21/08/2016;08/01/2019;29/04/2019;49.031505248916,0.036048495800741875;N 49 01 53;E 000 02 10;102 ft;Tour de piste au sud quelle que soit la piste utilisée;1;herbe;'31;20;300;'13-31;herbe;;;;'Inconnue;nil;nil;0;invalid;yberl@wanadoo.fr;+33 6 30 09 56 96;"SUR AUTORISATION  PRÉALABLE SEULEMENT 


tour de piste impératif au sud quelle que soit la piste utilisée";ZTN Air sarl
oui;LF1522;Trizac;Base ULM fermée temporairement ;08/03/2011;14/09/2015;10/03/2025;45.268333,2.548055999999974;N 45 16 06;E 002 32 53;3300 ft;non praticable beaucoup de rats taupiers;1;herbe;;;390;'13-31;herbe;;;;'Inconnue;125.335;;0;invalid;;+33 4 71 40 35 57;;
oui;LF1524;Landeyrat Les Chamasses;Base ULM fermée définitivement;08/03/2011;02/07/2015;24/07/2015;45.284167,2.858333;N 45 17 03;E 002 51 30;3739 ft;;1;herbe;;;300;'Inconnue;herbe;;;;'Inconnue;;;;;;;pas évident sur Google Earth  ?!? grande prairie;
oui;LF1551;Sion Le Vigean;Base ULM fermée définitivement;09/03/2011;09/03/2011;18/03/2013;45.220556,2.384166999999934;N 45 13 14;E 002 23 03;2460 ft;;1;herbe;;;;'00-00;;;;;;;;;;;;;
;LF1552;Le Peuch;Aérodrome Privé Ouvert aux ULM;06/11/2011;17/07/2024;19/07/2024;44.9002447598591,3.10656055026584;N 44 54 01;E 003 06 24;3000 ft;Atterrissage en 01, décollage en 19;1;herbe;'01;20;300;'01-19;herbe;;;;'Inconnue;123.500;;0;invalid;;+33 6 71 92 10 65;"Alexandre Portal accueille chaleureusement avions et ULM qui lui ont téléphoné au 04 71 23 58 48 ou   06 71 92 10 65


";
;LF1553;Le Bruel;Base ULM Accès privé;12/11/2011;23/08/2017;14/04/2023;44.742953649707,2.2003555297851562;N 44 44 35;E 002 12 01;1427 ft;Atterrissage obligatoire en 36. Décollage obligatoire en 18.;1;herbe;'36;;300;'18-36;herbe;;;;'Inconnue;125.335;Non;0;invalid;;+33 6 23 20 03 43;"Déclivité montante de 7% dans le sens atterrissage Sud-Nord.





Information à l'avance du propriétaire recommandée au 06 23 20 03 43 ";
oui;LF1622;Confolens;Base ULM fermée définitivement;08/03/2011;25/11/2013;10/12/2013;46.024722,0.6666669999999613;N 46 01 29;E 000 40 00;;Un pilote signale qu'il n'a pas retrouve cette plate-forme lors d'un vol récent ! ...;1;herbe;;0;570;'Inconnue;;;;;;;;;;;;;
oui;LF1623;Massignac;Base ULM Accès privé;09/03/2011;09/03/2011;25/09/2012;N 45 46 00,E 000 38 30;N 45 46 00;E 000 38 30; ft;;1;herbe;;;840;'00-00;;;;;;;;;;;;;
oui;LF1624;Parzac;Aérodrome Privé Interdit aux ULM Autorisation OBLIGATOIRE ;08/03/2011;08/03/2011;07/12/2013;N 45 54 29,E 000 27 00;N 45 54 29;E 000 27 00;480 ft;Aérodrome réservé au propriétaire compte tenu des restrictions mentionnées à la rubrique 'Piste';1;herbe;;;300;'11-29;;;;;;;;;;;;;
;LF1625;Pillac;Base ULM Accès privé;29/06/2011;26/12/2015;29/08/2025;45.33176941035283,0.1847076416015625;N 45 19 54;E 000 11 05;335 ft;"Piste ULM privée en montée et légèrement ondulée. 


Utiliser comme une altisurface. 





Atterrissage en 15


Décollage en 33. 





Située sous la R49A (Cognac), plafond 3000ft AMSL";1;herbe;'15;40;320;'15-33;herbe;;;;'Inconnue;125.335;;0;invalid;lesvergersdumarquis@wanadoo.fr;+33 6 80 83 11 29;;
;LF1627;Saint Maurice;Aérodrome Privé Ouvert aux ULM;08/03/2011;30/09/2018;27/05/2021;45.96672665888322,0.7396928941650458;N 45 58 00;E 000 44 23;755 ft;"Zone balisée et vérifiée : 270m par 22m en 2018


Tour de piste préférentiel 'main gauche'


Turbulences possibles QFU 18 liées à la proximité d'arbres


Piste en légère montée face au nord


Risque d'obstacles gibier hors zone balisée (trous)";1;herbe;'36;28;600;'18-36;herbe;;;;'Inconnue;123.500;SP 98 dépannage;0;invalid;le.rhus@wanadoo.fr;+33 6 40 09 44 84;"Aérodrome privé : (PPR) autorisation préalable obligatoire ... sauf emergency évidemment !





ATTENTION hors zone balisée, il y a des risques d'obstacles liés au gibier (lièvre, sanglier, cervidés, ...) : contact préalable avec le gestionnaire de l'aérodrome indispensable.





Essence SP98 éventuellement disponible sous réserve de préavis. Station essence située à 12km.


";
;LF1628;Saint Même Les Carrières;Règles spécifiques d'accès;04/07/2011;22/02/2024;24/02/2024;45.63288603669965,-0.1597738265991211;N 45 37 58;W 000 09 35;82 ft;"Aérodrome situé à la limite de la CTR de classe D de Cognac. 





Activité tous les jours même Base 709 active - Contacter Cognac Approche sur 132.45


Voir  'Observations'





Tour de piste 12-30 côté Sud


Tour de piste 01-19 main gauche";2;herbe;'30;30;500;'12-30;herbe;;25;240;'01-19;125.335;SP 98;4,1;Gîte à proximité, Atelier ULM;regis.fredon@orange.fr;+33 6 83 41 92 40;" 


Autorisation par courriel regis.fredon@orange.fr ou par tél. au 06.83419240 (Régis FREDON) qui envoie la procédure détaillée. 


Contacter Cognac Approche 132.450 avant de pénétrer la CTR (D)


- BA 709 active : Entrée et Sortie : Verticale Châteauneuf sur Charente à 500 ft maxi - Radio 132.450


- BA 709 inactive : Verticale terrain 1000 ft AAL - Intégration standard - Radio 125.335





";ACPL
;LF1629;Saint Coutant;Base ULM Autorisation OBLIGATOIRE ;02/09/2011;26/12/2015;14/04/2023;46.018963066678,0.433136522769928;N 46 01 08;E 000 25 59;600 ft;;1;herbe;'21;15;330;'03-21;herbe;;;;'Inconnue;125.335;;;;jmgdu@club-internet.fr;+33 6 12 79 04 11;;
oui;LF1630;Messeux;Base ULM Autorisation OBLIGATOIRE ;08/03/2011;23/10/2015;03/11/2015;46.03531766076659,0.3534217301635181;N 46 02 07;E 000 21 12;541 ft;Approches dégagées. Pistes courtes mais en bon état.;1;herbe;;;230;'13-31;herbe;;;;'Inconnue;;;;;;;Pas évident sur google earth au 09.09.2015;
;LF1631;Le Luquet;Base ULM Autorisation OBLIGATOIRE ;13/07/2011;26/12/2015;14/04/2023;45.6432245720101,0.33116698265075684;N 45 38 36;E 000 19 52;400 ft;"PPR : CONTACT PREALABLE IMPERATIF 


Jean Paul Bonnoron tél :06 70 64 23 97 





Survol des habitations à éviter.


 Attention à la turbulence du hangar par vent d'ouest.


Formation paramoteur sur la base,vérifier si piste libre.";1;herbe;;20;260;'04-22;herbe;;;;'Inconnue;125.335;;0;invalid;Bonnoron.jeanpaul@wanadoo.fr;+33 6 70 64 23 97;;Bonnoron Jean Paul
;LF1651;Aignes et Puyperoux;Base ULM Accès limité Autorisation OBLIGATOIRE ;07/11/2011;25/11/2024;11/01/2026;45.461666,0.157821;N 45 27 42;E 000 09 28;619 ft;"Atterrissage en 31 attention turbulences par vent de N et présence d'arbres dans l'axe de piste (15 à 20 m). 





Piste 31 en légère descente. 





Tour de piste au sud à 500 pieds";1;herbe;'31;30;350;'13-31;;;;;;125.335;;2,5;Hangar possible, Camping possible;ch.boreau@gmail.com;+33 6 79 04 02 18;"Terrain situé dans la LF-R 49A Cognac. 


École de pilotage et entrainement à la voltige. Plancher 900m ASL. Plafond FL065. Activité en semaine. Contact : Cognac App 122.55.





Christophe Boreau (Président) 06 79 04 02 18


ULM 3 axes, Pendulaires";Ulm Club Montmorelien
;LF1652;Brettes;Base ULM Autorisation OBLIGATOIRE ;30/06/2011;04/05/2022;14/04/2023;46.01124742433,0.05255767459107119;N 46 00 40;E 000 03 09;400 ft;" ligne électrique à l'EST en approche 25 'prudence'


Piste facilement inondable après fortes pluies


Éviter impérativement le survol des habitations et du village d'Empuré situé au nord du terrain.";1;herbe;'07;15;350;'07-25;herbe;;;;'Inconnue;125.335;;2;Hangar possible;nonojma@orange.fr;33611162888;"Base école ULM


Éviter le survol du village d'Empuré situé au nord des installations.";Nord Charente ULM
;LF1653;Saint Ciers;Base ULM Autorisation OBLIGATOIRE ;27/08/2011;09/06/2025;10/06/2025;45.85056482435938,0.26517391204833984;N 45 51 02;E 000 15 55;314 ft;Tour de piste standard 500 ft.à main gauche pour la 23 et main droite pour la 05.;1;herbe;;30;450;'05-23;herbe;;;;'Inconnue;125.335;;0;invalid;eric.changeur@orange.fr;+33 6 73 04 56 88;Siège du GYRO CLUB ULM CHARENTAIS;Changeur Eric
;LF1654;Champ rose;Aérodrome Privé Ouvert aux ULM;01/06/2014;02/05/2022;11/01/2026;45.356783,0.109808;N 45 21 24;E 000 06 35;210 ft;;1;herbe;'35;25;720;'17-35;;;;;;;;4;Gîte à proximité;domainedechamprose@gmail.com;+33 6 21 69 14 02;"Piste ouverte pour avions et ULM. Chambres d'hôtes ou privatisation du château. Piste privilégiée pour nos hôtes. Restauration à 5 km. Pour les hôtes, livraison possible des repas.


Autorisation obligatoire pour atterrissage via téléphone pour ne pas nuire à la tranquillité de nos hôtes.";privé
